TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit
6238,IIH_ISEN9,-500,500,scaleNano,A,,%1.3f,,,,,6238,IIH_ISEN9,-1000,1000,scaleNano,A,,%1.3f,,,,,6238,IIH_ISEN9,-1000,1000,scaleNano,A,,%1.3f,,,,,6238,IIH_ISEN9,-1000,1000,scaleNano,A,,%1.3f,,
6239,IIH_ISEN10,-500,500,scaleNano,A,,%1.3f,,,,,6239,IIH_ISEN10,-1000,1000,scaleNano,A,,%1.3f,,,,,6239,IIH_ISEN10,-1000,1000,scaleNano,A,,%1.3f,,,,,6239,IIH_ISEN10,-1000,1000,scaleNano,A,,%1.3f,,
6240,IIH_ISEN11,-500,500,scaleNano,A,,%1.3f,,,,,6240,IIH_ISEN11,-1000,1000,scaleNano,A,,%1.3f,,,,,6240,IIH_ISEN11,-1000,1000,scaleNano,A,,%1.3f,,,,,6240,IIH_ISEN11,-1000,1000,scaleNano,A,,%1.3f,,
6241,IIH_ISEN12,-500,500,scaleNano,A,,%1.3f,,,,,6241,IIH_ISEN12,-1000,1000,scaleNano,A,,%1.3f,,,,,6241,IIH_ISEN12,-1000,1000,scaleNano,A,,%1.3f,,,,,6241,IIH_ISEN12,-1000,1000,scaleNano,A,,%1.3f,,
6242,IIH_ISEN13,-500,500,scaleNano,A,,%1.3f,,,,,6242,IIH_ISEN13,-1000,1000,scaleNano,A,,%1.3f,,,,,6242,IIH_ISEN13,-1000,1000,scaleNano,A,,%1.3f,,,,,6242,IIH_ISEN13,-1000,1000,scaleNano,A,,%1.3f,,
6243,IIH_ISEN14,-500,500,scaleNano,A,,%1.3f,,,,,6243,IIH_ISEN14,-1000,1000,scaleNano,A,,%1.3f,,,,,6243,IIH_ISEN14,-1000,1000,scaleNano,A,,%1.3f,,,,,6243,IIH_ISEN14,-1000,1000,scaleNano,A,,%1.3f,,
6244,IIH_ISEN15,-500,500,scaleNano,A,,%1.3f,,,,,6244,IIH_ISEN15,-1000,1000,scaleNano,A,,%1.3f,,,,,6244,IIH_ISEN15,-1000,1000,scaleNano,A,,%1.3f,,,,,6244,IIH_ISEN15,-1000,1000,scaleNano,A,,%1.3f,,
6245,IIH_ISEN16,-500,500,scaleNano,A,,%1.3f,,,,,6245,IIH_ISEN16,-1000,1000,scaleNano,A,,%1.3f,,,,,6245,IIH_ISEN16,-1000,1000,scaleNano,A,,%1.3f,,,,,6245,IIH_ISEN16,-1000,1000,scaleNano,A,,%1.3f,,
6246,IIH_AVSEN,2,38,scaleMicro,A,,%1.3f,,,,,6246,IIH_AVSEN,0,40,scaleMicro,A,,%1.3f,,,,,6246,IIH_AVSEN,0,40,scaleMicro,A,,%1.3f,,,,,6246,IIH_AVSEN,0,70,scaleMicro,A,,%1.3f,,
6247,IIH_AVREF,2,38,scaleMicro,A,,%1.3f,,,,,6247,IIH_AVREF,0,40,scaleMicro,A,,%1.3f,,,,,6247,IIH_AVREF,0,40,scaleMicro,A,,%1.3f,,,,,6247,IIH_AVREF,0,70,scaleMicro,A,,%1.3f,,
6248,IIH_BVREF,2,38,scaleMicro,A,,%1.3f,,,,,6248,IIH_BVREF,0,40,scaleMicro,A,,%1.3f,,,,,6248,IIH_BVREF,0,40,scaleMicro,A,,%1.3f,,,,,6248,IIH_BVREF,0,70,scaleMicro,A,,%1.3f,,
6249,IIH_BVSEN,2,38,scaleMicro,A,,%1.3f,,,,,6249,IIH_BVSEN,0,40,scaleMicro,A,,%1.3f,,,,,6249,IIH_BVSEN,0,40,scaleMicro,A,,%1.3f,,,,,6249,IIH_BVSEN,0,70,scaleMicro,A,,%1.3f,,
6250,IIH_PSYSP_VSYS_IINSEN,0,25,scaleMicro,A,,%1.3f,,,,,6250,IIH_PSYSP_VSYS_IINSEN,0,25,scaleMicro,A,,%1.3f,,,,,6250,IIH_PSYSP_VSYS_IINSEN,0,25,scaleMicro,A,,%1.3f,,,,,6250,IIH_PSYSP_VSYS_IINSEN,0,25,scaleMicro,A,,%1.3f,,
6251,IIH_PSYSN_VINSEN,0,25,scaleMicro,A,,%1.3f,,,,,6251,IIH_PSYSN_VINSEN,0,25,scaleMicro,A,,%1.3f,,,,,6251,IIH_PSYSN_VINSEN,0,25,scaleMicro,A,,%1.3f,,,,,6251,IIH_PSYSN_VINSEN,0,25,scaleMicro,A,,%1.3f,,
6252,IIH_ATSEN,22,48,scaleMicro,A,,%1.3f,,,,,6252,IIH_ATSEN,20,50,scaleMicro,A,,%1.3f,,,,,6252,IIH_ATSEN,20,50,scaleMicro,A,,%1.3f,,,,,6252,IIH_ATSEN,20,50,scaleMicro,A,,%1.3f,,
6253,IIH_BTSEN,22,48,scaleMicro,A,,%1.3f,,,,,6253,IIH_BTSEN,20,50,scaleMicro,A,,%1.3f,,,,,6253,IIH_BTSEN,20,50,scaleMicro,A,,%1.3f,,,,,6253,IIH_BTSEN,20,50,scaleMicro,A,,%1.3f,,
6300,VOL_PWM16,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6300,VOL_PWM16,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6300,VOL_PWM16,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6300,VOL_PWM16,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6301,VOL_PWM15,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6301,VOL_PWM15,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6301,VOL_PWM15,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6301,VOL_PWM15,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6302,VOL_PWM14,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6302,VOL_PWM14,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6302,VOL_PWM14,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6302,VOL_PWM14,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6303,VOL_PWM13,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6303,VOL_PWM13,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6303,VOL_PWM13,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6303,VOL_PWM13,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6304,VOL_PWM12,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6304,VOL_PWM12,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6304,VOL_PWM12,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6304,VOL_PWM12,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6305,VOL_PWM11,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6305,VOL_PWM11,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6305,VOL_PWM11,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6305,VOL_PWM11,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6306,VOL_PWM10,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6306,VOL_PWM10,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6306,VOL_PWM10,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6306,VOL_PWM10,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6307,VOL_PWM9,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6307,VOL_PWM9,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6307,VOL_PWM9,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6307,VOL_PWM9,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6308,VOL_PWM8,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6308,VOL_PWM8,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6308,VOL_PWM8,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6308,VOL_PWM8,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6309,VOL_PWM7,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6309,VOL_PWM7,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6309,VOL_PWM7,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6309,VOL_PWM7,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6310,VOL_PWM6,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6310,VOL_PWM6,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6310,VOL_PWM6,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6310,VOL_PWM6,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6311,VOL_PWM5,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6311,VOL_PWM5,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6311,VOL_PWM5,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6311,VOL_PWM5,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6312,VOL_PWM4,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6312,VOL_PWM4,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6312,VOL_PWM4,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6312,VOL_PWM4,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6313,VOL_PWM3,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6313,VOL_PWM3,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6313,VOL_PWM3,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6313,VOL_PWM3,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6314,VOL_PWM2,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6314,VOL_PWM2,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6314,VOL_PWM2,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6314,VOL_PWM2,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6315,VOL_PWM1,0.025,0.32,scaleNoScaling,V,,%1.3f,PWM_ALL,,,,6315,VOL_PWM1,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6315,VOL_PWM1,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6315,VOL_PWM1,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6316,VOL_XADDR1_BVREN,0.025,0.32,scaleNoScaling,V,,%1.3f,XADDR1_BVREN,,,,6316,VOL_XADDR1_BVREN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6316,VOL_XADDR1_BVREN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6316,VOL_XADDR1_BVREN,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6317,VOL_SDA,0.025,0.32,scaleNoScaling,V,,%1.3f,SMB,,,,6317,VOL_SDA,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6317,VOL_SDA,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6317,VOL_SDA,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6318,VOL_SCL,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6318,VOL_SCL,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6318,VOL_SCL,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6318,VOL_SCL,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6319,VOL_SVC,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6319,VOL_SVC,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6319,VOL_SVC,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6319,VOL_SVC,0.025,0.32,scaleNoScaling,V,,%1.3f,,
6320,VOL_SVD,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6320,VOL_SVD,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6320,VOL_SVD,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6320,VOL_SVD,0.025,0.32,scaleNoScaling,V,,%1.3f,,
6321,VOL_ATSEN,0.025,0.32,scaleNoScaling,V,,%1.3f,ATSEN,,,,6321,VOL_ATSEN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6321,VOL_ATSEN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6321,VOL_ATSEN,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6322,VOL_AVRRDY,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6322,VOL_AVRRDY,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6322,VOL_AVRRDY,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6322,VOL_AVRRDY,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6323,VOL_AVREN,0.025,0.32,scaleNoScaling,V,,%1.3f,AVREN,,,,6323,VOL_AVREN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6323,VOL_AVREN,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6323,VOL_AVREN,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6324,VOL_IMON_L1,0.025,0.32,scaleNoScaling,V,,%1.3f,IMON_L1,,,,6324,VOL_IMON_L1,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6324,VOL_IMON_L1,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6324,VOL_IMON_L1,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6325,VOL_MP_FAULT1_OCPL,0.025,0.32,scaleNoScaling,V,,%1.3f,MP_FAULT1,,,,6325,VOL_MP_FAULT1_OCPL,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6325,VOL_MP_FAULT1_OCPL,0.025,0.34,scaleNoScaling,V,,%1.3f,,,,,6325,VOL_MP_FAULT1_OCPL,0.025,0.34,scaleNoScaling,V,,%1.3f,,
6326,VOL_MP_PINALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6326,VOL_MP_PINALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6326,VOL_MP_PINALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6326,VOL_MP_PINALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,
6327,VOL_TSEN_1,0.025,0.35,scaleNoScaling,V,,%1.3f,,,,,6327,VOL_TSEN_1,0.025,0.35,scaleNoScaling,V,,%1.3f,,,,,6327,VOL_TSEN_1,0.025,0.35,scaleNoScaling,V,,%1.3f,,,,,6327,VOL_TSEN_1,0.025,0.35,scaleNoScaling,V,,%1.3f,,
6328,VOL_VALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6328,VOL_VALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6328,VOL_VALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6328,VOL_VALERTN,0.025,0.32,scaleNoScaling,V,,%1.3f,,
6329,VOL_VDIO,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6329,VOL_VDIO,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6329,VOL_VDIO,0.025,0.32,scaleNoScaling,V,,%1.3f,,,,,6329,VOL_VDIO,0.025,0.32,scaleNoScaling,V,,%1.3f,,
6341,RDS_On_MP_PINALERTN,8.5,11,scaleNoScaling,ohm,,%1.3f,,,,,6341,RDS_On_MP_PINALERTN,7.5,12,scaleNoScaling,ohm,,%1.3f,,,,,6341,RDS_On_MP_PINALERTN,7.5,12,scaleNoScaling,ohm,,%1.3f,,,,,6341,RDS_On_MP_PINALERTN,7.5,12,scaleNoScaling,ohm,,%1.3f,,
6342,RDS_On_VALERTN,9,11.5,scaleNoScaling,ohm,,%1.3f,,,,,6342,RDS_On_VALERTN,8,12.5,scaleNoScaling,ohm,,%1.3f,,,,,6342,RDS_On_VALERTN,8,12.5,scaleNoScaling,ohm,,%1.3f,,,,,6342,RDS_On_VALERTN,8,12.5,scaleNoScaling,ohm,,%1.3f,,
6343,RDS_On_VDIO,9,11.5,scaleNoScaling,ohm,,%1.3f,,,,,6343,RDS_On_VDIO,8,12.5,scaleNoScaling,ohm,,%1.3f,,,,,6343,RDS_On_VDIO,8,12.5,scaleNoScaling,ohm,,%1.3f,,,,,6343,RDS_On_VDIO,8,12.5,scaleNoScaling,ohm,,%1.3f,,
6344,RDS_On_VRHOTN_RSTL,8,11.5,scaleNoScaling,ohm,,%1.3f,,,,,6344,RDS_On_VRHOTN_RSTL,7,12.5,scaleNoScaling,ohm,,%1.3f,,,,,6344,RDS_On_VRHOTN_RSTL,7,12.5,scaleNoScaling,ohm,,%1.3f,,,,,6344,RDS_On_VRHOTN_RSTL,7,12.5,scaleNoScaling,ohm,,%1.3f,,
6345,RDS_On_MP_BVRRDY,11,298,scaleNoScaling,ohm,,%1.3f,,,,,6345,RDS_On_MP_BVRRDY,9,300,scaleNoScaling,ohm,,%1.3f,,,,,6345,RDS_On_MP_BVRRDY,9,300,scaleNoScaling,ohm,,%1.3f,,,,,6345,RDS_On_MP_BVRRDY,9,300,scaleNoScaling,ohm,,%1.3f,,
6400,VOH_PWM16,2.825,,scaleNoScaling,V,,%1.3f,,,,,6400,VOH_PWM16,2.8,,scaleNoScaling,V,,%1.3f,,,,,6400,VOH_PWM16,2.8,,scaleNoScaling,V,,%1.3f,,,,,6400,VOH_PWM16,2.8,,scaleNoScaling,V,,%1.3f,,
6401,VOH_PWM15,2.825,,scaleNoScaling,V,,%1.3f,,,,,6401,VOH_PWM15,2.8,,scaleNoScaling,V,,%1.3f,,,,,6401,VOH_PWM15,2.8,,scaleNoScaling,V,,%1.3f,,,,,6401,VOH_PWM15,2.8,,scaleNoScaling,V,,%1.3f,,
6402,VOH_PWM14,2.825,,scaleNoScaling,V,,%1.3f,,,,,6402,VOH_PWM14,2.8,,scaleNoScaling,V,,%1.3f,,,,,6402,VOH_PWM14,2.8,,scaleNoScaling,V,,%1.3f,,,,,6402,VOH_PWM14,2.8,,scaleNoScaling,V,,%1.3f,,
6403,VOH_PWM13,2.825,,scaleNoScaling,V,,%1.3f,,,,,6403,VOH_PWM13,2.8,,scaleNoScaling,V,,%1.3f,,,,,6403,VOH_PWM13,2.8,,scaleNoScaling,V,,%1.3f,,,,,6403,VOH_PWM13,2.8,,scaleNoScaling,V,,%1.3f,,
6404,VOH_PWM12,2.825,,scaleNoScaling,V,,%1.3f,,,,,6404,VOH_PWM12,2.8,,scaleNoScaling,V,,%1.3f,,,,,6404,VOH_PWM12,2.8,,scaleNoScaling,V,,%1.3f,,,,,6404,VOH_PWM12,2.8,,scaleNoScaling,V,,%1.3f,,
6405,VOH_PWM11,2.825,,scaleNoScaling,V,,%1.3f,,,,,6405,VOH_PWM11,2.8,,scaleNoScaling,V,,%1.3f,,,,,6405,VOH_PWM11,2.8,,scaleNoScaling,V,,%1.3f,,,,,6405,VOH_PWM11,2.8,,scaleNoScaling,V,,%1.3f,,
6406,VOH_PWM10,2.825,,scaleNoScaling,V,,%1.3f,,,,,6406,VOH_PWM10,2.8,,scaleNoScaling,V,,%1.3f,,,,,6406,VOH_PWM10,2.8,,scaleNoScaling,V,,%1.3f,,,,,6406,VOH_PWM10,2.8,,scaleNoScaling,V,,%1.3f,,
6407,VOH_PWM9,2.825,,scaleNoScaling,V,,%1.3f,,,,,6407,VOH_PWM9,2.8,,scaleNoScaling,V,,%1.3f,,,,,6407,VOH_PWM9,2.8,,scaleNoScaling,V,,%1.3f,,,,,6407,VOH_PWM9,2.8,,scaleNoScaling,V,,%1.3f,,
6408,VOH_PWM8,2.825,,scaleNoScaling,V,,%1.3f,,,,,6408,VOH_PWM8,2.8,,scaleNoScaling,V,,%1.3f,,,,,6408,VOH_PWM8,2.8,,scaleNoScaling,V,,%1.3f,,,,,6408,VOH_PWM8,2.8,,scaleNoScaling,V,,%1.3f,,
6409,VOH_PWM7,2.825,,scaleNoScaling,V,,%1.3f,,,,,6409,VOH_PWM7,2.8,,scaleNoScaling,V,,%1.3f,,,,,6409,VOH_PWM7,2.8,,scaleNoScaling,V,,%1.3f,,,,,6409,VOH_PWM7,2.8,,scaleNoScaling,V,,%1.3f,,
6410,VOH_PWM6,2.825,,scaleNoScaling,V,,%1.3f,,,,,6410,VOH_PWM6,2.8,,scaleNoScaling,V,,%1.3f,,,,,6410,VOH_PWM6,2.8,,scaleNoScaling,V,,%1.3f,,,,,6410,VOH_PWM6,2.8,,scaleNoScaling,V,,%1.3f,,
6411,VOH_PWM5,2.825,,scaleNoScaling,V,,%1.3f,,,,,6411,VOH_PWM5,2.8,,scaleNoScaling,V,,%1.3f,,,,,6411,VOH_PWM5,2.8,,scaleNoScaling,V,,%1.3f,,,,,6411,VOH_PWM5,2.8,,scaleNoScaling,V,,%1.3f,,
6412,VOH_PWM4,2.825,,scaleNoScaling,V,,%1.3f,,,,,6412,VOH_PWM4,2.8,,scaleNoScaling,V,,%1.3f,,,,,6412,VOH_PWM4,2.8,,scaleNoScaling,V,,%1.3f,,,,,6412,VOH_PWM4,2.8,,scaleNoScaling,V,,%1.3f,,
6413,VOH_PWM3,2.825,,scaleNoScaling,V,,%1.3f,,,,,6413,VOH_PWM3,2.8,,scaleNoScaling,V,,%1.3f,,,,,6413,VOH_PWM3,2.8,,scaleNoScaling,V,,%1.3f,,,,,6413,VOH_PWM3,2.8,,scaleNoScaling,V,,%1.3f,,
6414,VOH_PWM2,2.825,,scaleNoScaling,V,,%1.3f,,,,,6414,VOH_PWM2,2.8,,scaleNoScaling,V,,%1.3f,,,,,6414,VOH_PWM2,2.8,,scaleNoScaling,V,,%1.3f,,,,,6414,VOH_PWM2,2.8,,scaleNoScaling,V,,%1.3f,,
6415,VOH_PWM1,2.825,,scaleNoScaling,V,,%1.3f,,,,,6415,VOH_PWM1,2.8,,scaleNoScaling,V,,%1.3f,,,,,6415,VOH_PWM1,2.8,,scaleNoScaling,V,,%1.3f,,,,,6415,VOH_PWM1,2.8,,scaleNoScaling,V,,%1.3f,,
6416,VOH_XADDR1_BVREN,2.825,,scaleNoScaling,V,,%1.3f,,,,,6416,VOH_XADDR1_BVREN,2.8,,scaleNoScaling,V,,%1.3f,,,,,6416,VOH_XADDR1_BVREN,2.8,,scaleNoScaling,V,,%1.3f,,,,,6416,VOH_XADDR1_BVREN,2.8,,scaleNoScaling,V,,%1.3f,,
6417,VOH_SDA,2.825,,scaleNoScaling,V,,%1.3f,,,,,6417,VOH_SDA,2.8,,scaleNoScaling,V,,%1.3f,,,,,6417,VOH_SDA,2.8,0,scaleNoScaling,V,,%1.3f,,,,,6417,VOH_SDA,2.8,0,scaleNoScaling,V,,%1.3f,,
6418,VOH_SCL,2.825,,scaleNoScaling,V,,%1.3f,,,,,6418,VOH_SCL,2.8,,scaleNoScaling,V,,%1.3f,,,,,6418,VOH_SCL,2.8,0,scaleNoScaling,V,,%1.3f,,,,,6418,VOH_SCL,2.8,0,scaleNoScaling,V,,%1.3f,,
6419,VOH_SVC,2.825,,scaleNoScaling,V,,%1.3f,,,,,6419,VOH_SVC,2.8,,scaleNoScaling,V,,%1.3f,,,,,6419,VOH_SVC,2.8,0,scaleNoScaling,V,,%1.3f,,,,,6419,VOH_SVC,2.8,0,scaleNoScaling,V,,%1.3f,,
6420,VOH_SVD,2.825,,scaleNoScaling,V,,%1.3f,,,,,6420,VOH_SVD,2.8,,scaleNoScaling,V,,%1.3f,,,,,6420,VOH_SVD,2.8,0,scaleNoScaling,V,,%1.3f,,,,,6420,VOH_SVD,2.8,0,scaleNoScaling,V,,%1.3f,,
6421,VOH_ATSEN,2.825,,scaleNoScaling,V,,%1.3f,,,,,6421,VOH_ATSEN,2.8,,scaleNoScaling,V,,%1.3f,,,,,6421,VOH_ATSEN,2.8,,scaleNoScaling,V,,%1.3f,,,,,6421,VOH_ATSEN,2.8,,scaleNoScaling,V,,%1.3f,,
6422,VOH_AVRRDY,2.825,,scaleNoScaling,V,,%1.3f,,,,,6422,VOH_AVRRDY,2.8,,scaleNoScaling,V,,%1.3f,,,,,6422,VOH_AVRRDY,2.8,,scaleNoScaling,V,,%1.3f,,,,,6422,VOH_AVRRDY,2.8,,scaleNoScaling,V,,%1.3f,,
6423,VOH_AVREN,2.825,3.35,scaleNoScaling,V,,%1.3f,,,,,6423,VOH_AVREN,2.8,3.4,scaleNoScaling,V,,%1.3f,,,,,6423,VOH_AVREN,2.8,3.4,scaleNoScaling,V,,%1.3f,,,,,6423,VOH_AVREN,2.8,3.4,scaleNoScaling,V,,%1.3f,,
6424,VOH_IMON_L1,2.825,3.35,scaleNoScaling,V,,%1.3f,,,,,6424,VOH_IMON_L1,2.8,3.4,scaleNoScaling,V,,%1.3f,,,,,6424,VOH_IMON_L1,2.8,3.4,scaleNoScaling,V,,%1.3f,,,,,6424,VOH_IMON_L1,2.8,3.4,scaleNoScaling,V,,%1.3f,,
6425,VOH_MP_FAULT1_OCPL,2.825,3.35,scaleNoScaling,V,,%1.3f,,,,,6425,VOH_MP_FAULT1_OCPL,2.8,3.4,scaleNoScaling,V,,%1.3f,,,,,6425,VOH_MP_FAULT1_OCPL,2.8,3.4,scaleNoScaling,V,,%1.3f,,,,,6425,VOH_MP_FAULT1_OCPL,2.8,3.4,scaleNoScaling,V,,%1.3f,,
6426,VOH,2.65,3.63,scaleNoScaling,V,,%1.3f,,,,,6426,VOH,2.65,3.63,scaleNoScaling,V,,%1.3f,,,,,6426,VOH,2.65,3.63,scaleNoScaling,V,,%1.3f,,,,,6426,VOH,2.65,3.63,scaleNoScaling,V,,%1.3f,,
6500,IOZ_PWM16,-400,400,scaleNano,A,,%1.3f,,,,,6500,IOZ_PWM16,-1000,1000,scaleNano,A,,%1.3f,,,,,6500,IOZ_PWM16,-1000,1000,scaleNano,A,,%1.3f,,,,,6500,IOZ_PWM16,-1000,1000,scaleNano,A,,%1.3f,,
6501,IOZ_PWM15,-400,400,scaleNano,A,,%1.3f,,,,,6501,IOZ_PWM15,-1000,1000,scaleNano,A,,%1.3f,,,,,6501,IOZ_PWM15,-1000,1000,scaleNano,A,,%1.3f,,,,,6501,IOZ_PWM15,-1000,1000,scaleNano,A,,%1.3f,,
6502,IOZ_PWM14,-400,400,scaleNano,A,,%1.3f,,,,,6502,IOZ_PWM14,-1000,1000,scaleNano,A,,%1.3f,,,,,6502,IOZ_PWM14,-1000,1000,scaleNano,A,,%1.3f,,,,,6502,IOZ_PWM14,-1000,1000,scaleNano,A,,%1.3f,,
6503,IOZ_PWM13,-400,400,scaleNano,A,,%1.3f,,,,,6503,IOZ_PWM13,-1000,1000,scaleNano,A,,%1.3f,,,,,6503,IOZ_PWM13,-1000,1000,scaleNano,A,,%1.3f,,,,,6503,IOZ_PWM13,-1000,1000,scaleNano,A,,%1.3f,,
6504,IOZ_PWM12,-400,400,scaleNano,A,,%1.3f,,,,,6504,IOZ_PWM12,-1000,1000,scaleNano,A,,%1.3f,,,,,6504,IOZ_PWM12,-1000,1000,scaleNano,A,,%1.3f,,,,,6504,IOZ_PWM12,-1000,1000,scaleNano,A,,%1.3f,,
6505,IOZ_PWM11,-400,400,scaleNano,A,,%1.3f,,,,,6505,IOZ_PWM11,-1000,1000,scaleNano,A,,%1.3f,,,,,6505,IOZ_PWM11,-1000,1000,scaleNano,A,,%1.3f,,,,,6505,IOZ_PWM11,-1000,1000,scaleNano,A,,%1.3f,,
